question,options,right_answer
"党的十八大提出,要倡导富强、民主、文明、和谐,倡导自由、平等、公正、法治,倡导爱国、敬业、诚信、友善,积极培育和践行社会主义核心价值观.这()","['与中国特色社会主义发展要求相契合', '与中华优秀传统文化相承接', '与人类文明优秀成果相承接', '是中国共产党凝聚全党全社会价值共识作出的重要论断']","['与中国特色社会主义发展要求相契合', '与中华优秀传统文化相承接', '与人类文明优秀成果相承接', '是中国共产党凝聚全党全社会价值共识作出的重要论断']"
"下列叙述中,体现了“公民在法律面前一律平等”的是()","['法律不能朝令夕改,法律适用的结果也不能随意被推翻', '法律的内容应当统一,下位阶的法律不得与上位阶的法律相抵触', '法律不在于多少,而在于是否由人民制定,是否切实体现和维护人民的意志和利益', '任何组织和个人都没有超越宪法和法律的特权,任何组织和个人的违法行为都必须依法受到追究']","['任何组织和个人都没有超越宪法和法律的特权,任何组织和个人的违法行为都必须依法受到追究']"
"恋爱是相爱的男女双方互相了解、建立和发展爱情的过程,也是婚前生活的一个相互考察阶段.恋爱双方应彼此真实真诚,自愿为对方承担责任.这是男女恋爱的基本道德要求中()","['文明相爱的要求', '平等互尊的要求', '真诚负责的要求', '强烈持久的要求']",['真诚负责的要求']
"中国传统道德始终重视整体利益,强调责任意识和奉献精神.以下不属于这个内容的是()","['公利胜私欲', '夙夜在公', '公而忘私', '民无信不立']",['民无信不立']
"尊重法律权威是社会主义法治观念和法治思维的核心要求,是建设社会主义法治国家的前提条件.()","['正确', '错误']",['正确']
遵义会议成为中共从幼稚走向成熟的标志主要是因为(),"['纠正了博古等人的“左”倾错误', '在事实上确立了毛泽东的正确领导', '独立运用马克思主义原理妥善处理自身问题', '肯定了毛泽东的正确军事主张']",['独立运用马克思主义原理妥善处理自身问题']
"爱国主义包含着情感思想行为三个方面,其中灵魂是","['情感', '意志', '思想', '行为']",['思想']
"道德修养是一个循序渐进的过程,古人云：“积土成山,风雨兴焉,积水成渊,蛟龙生焉；积善成德,而神明自得,圣心备焉.故不积跬步,无以至千里；不积小流,无以成江海.”下列名言中与这段话含义上近似的是().","['仁远乎哉？我欲仁,斯仁至矣', '勿以善小而不为,勿以恶小而为之', '君子求诸己,小人求诸人', '有能一日用其力予仁矣乎？我未见力不足者']","['勿以善小而不为,勿以恶小而为之']"
洋务运动最终没有使中国走上富强道路是因为().,"['维护清王朝的统治', '具有垄断性买办性', '得不到人民支持', '没有改变中国社会性质']",['没有改变中国社会性质']
下列各项最能说明五四运动标志着新民主主义革命开始的是(),"['在十月革命的影响下爆发', '提出反帝反封建的革命口号', '具有初步共产主义思想的知识分子起了领导作用', '无产阶级成为运动的主力军']",['无产阶级成为运动的主力军']
"太平天国最先分封的五王之中,哪一位最先牺牲？()","['东王', '南王', '西王', '北王']",['南王']
"人类社会发展的历史表明,对一个民族、一个国家来说,最持久、最深层的力量是()","['全社会共同认可的核心价值观', '文明的发展水平', '科技的发展水平', '生产力的发展水平']",['全社会共同认可的核心价值观']
"亚里士多德曾经指出：“法律所以能见成效,全靠民众的服从.”“邦国虽有良法,要是人民不能全部遵循,仍然不能实现法治.”这强调的是法律要有权威.()","['正确', '错误']",['正确']
现阶段我国各族人民的共同理想是全心全意为人民服务、全面建成小康社会.(),"['正确', '错误']",['错误']
爱国主义包含着()三个基本方面.,"['情感、意志和行为', '情感、思想和品德', '情感、思想和行为', '知识、意志和行为']",['情感、思想和行为']
()是个体的人生活动对社会、他人所具有价值.,"['人生的自我价值', '人生的社会价值', '人生态度', '人生道路']",['人生的社会价值']
"有权必有责,即权利义务相一致.()","['对', '错']",['对']
我国社会保障体系建立了()保险制度.,"['基本养老保险', '基本医疗保险', '工伤保险', '失业保险和生育保险']","['基本养老保险', '基本医疗保险', '工伤保险', '失业保险和生育保险']"
"人们在公共生活领域的安全意识和守法程度,是社会文明发展的主要表现.()","['正确', '错误']",['错误']
"对下列哪些不法侵害采取正当防卫行为,不负刑事责任.()","['正在进行行凶、杀人的', '正在进行抢劫的', '正在进行强奸的', '正在进行绑架的']","['正在进行行凶、杀人的', '正在进行抢劫的', '正在进行强奸的', '正在进行绑架的']"
我国宪法特别规定了公民的基本义务.下列不属于公民基本义务的是().,"['遵守宪法和法律的义务', '尊重他人权利', '依法服兵役', '维护祖国安全']",['尊重他人权利']
"个人与社会的关系,最根本的是()","['人的自然属性与社会属性的关系', '个人需要与社会需要的关系', '享受个人权利与承担社会责任的关系', '个人利益与社会利益的关系']",['个人利益与社会利益的关系']
"在抗战困难时期,中共采取的巩固统一战线的措施有①建立三三制政权②开展大生产运动③进行整风运动④实行减租减息政策⑤实行精兵简政提供()","['①②③④', '①③⑤', '①④', '②③⑤']",['①④']
马克思主义具有与时俱进的理论品格和持久的生命力.(),"['对', '错']",['对']
宗教信仰自由属于普通权利.(),"['正确', '错误']",['错误']
"认真学习社会公共生活中的相关法律法规,是自觉遵守社会公德的前提和基础.()","['正确', '错误']",['错误']
下列关于信念的认识中不正确的是().,"['信念是对客观规律的正确认识', '信念是一种单纯的知识或想法', '信念是连接理想与现实的桥梁', '信念是人类特有的一种精神现象']",['信念是一种单纯的知识或想法']
"1946年政协会议的决议很快被国民政府撕毁,主要是因为()","['代表了中共的利益', '妨碍了美国控制中国', '冲破了蒋介石的独裁统治', '不利于国民党发动内战']",['冲破了蒋介石的独裁统治']
当前世界范围内综合国力竞争的焦点集中在科技、教育与人才.(),"['正确', '错误']",['正确']
"人生观是人们关于人生目的、人生态度、人生价值等问题的总观点和总看法.对人的认识,核心在于认识()","['人的本质', '人的属性', '人的行为', '人的阶级关系']",['人的本质']
法律权利与法律义务相对应.(),"['正确', '错误']",['正确']
"尊重法律权威,其中一条基本要求是服从法律,以下哪种行为是错误的？()","['因违法被行政处罚的,真心接受,认真履行.', '对人民法院依法公正做出的生效裁决,主动履行.', '对学校依法做出的各种奖惩规定,严格执行.', '当法院裁决与我的利益需求冲突时,可以不服从.']","['当法院裁决与我的利益需求冲突时,可以不服从.']"
抗战初期两条不同抗战路线的根本区别是(),"['是否抵抗日本侵略', '是否依靠人民群众', '是否合作抗战', '是否积极抗战']",['是否依靠人民群众']
下列哪一个法律文件是中国近现代历史上第一部宪法性文件().,"['《重大信条十九条》', '《钦定宪法大纲》', '《中华民国约法》', '《中华苏维埃共和国宪法大纲》']",['《钦定宪法大纲》']
"1898年6月16日,康有为上书光绪帝：“皇上勿去旧衙门,而唯增新衙门；勿革旧大臣,而渐擢小臣.多召见才俊之士,不必加其官而委以差事,赏以卿衔,准其专折奏事足矣.”这段话最能反映维新派在变法中的态度是()","['要光绪帝加强对封建官吏的争夺', '要光绪帝在变法中讲究策略', '要使更多的维新派参与政权', '在封建势力面前表现出妥协性和软弱性']",['在封建势力面前表现出妥协性和软弱性']
"太平天国运动之所以是几千年来中国农民战争的最高峰,最主要是因为()","['其规模和时间均属空前', '建立了与清政府对峙的政权', '思想、组织水平高于历次农民战争', '对封建王朝的打击空前严重']",['思想、组织水平高于历次农民战争']
"人的本质并不是单个人所固有的抽象物,在其现实性上,它是一切社会关系的总和.()","['正确', '错误']",['正确']
"1927年,汪精卫在武汉制造了屠杀共产党人和革命群众的()","['中山舰事件', '整理党务案事件', '四一二政变', '七一五政变']",['七一五政变']
主张“仁者自爱”的是().,"['孟子', '孔子', '荀子', '告子']",['荀子']
"按照法律规定的内容不同,可以划分为","['成文法和习惯法', '实体法和程序法', '一般法和特别法', '国内法和国际法']",['实体法和程序法']
"如果母亲和女朋友同时掉到河里,你只能救一个人,请问你要救谁？为什么？()","['先救自己的母亲,否则就要背上娶了媳妇忘了娘之类的道德谴责.', '先救自己的母亲,因为母亲怀胎十月,育我成年,这份情谊,何人能比.', '救母亲代表我选择了社会公义,救女朋友则代表我选择了个人私利,面对社会公义与个人私利的抉择,我应该当然的选择公义.', '救母亲,根据婚姻与继承法的有关规定,家庭成员之间存在互相救助的强制义务,受法律所保护；而你与女朋友之间则只是单纯的情感关系,并不受法律的直接保护.']","['救母亲,根据婚姻与继承法的有关规定,家庭成员之间存在互相救助的强制义务,受法律所保护；而你与女朋友之间则只是单纯的情感关系,并不受法律的直接保护.']"
新文化运动的基本口号(),"['反对旧文学提倡新文学', '反对旧道德提倡新道德', '民主与科学', '民主与法制']",['民主与科学']
学习思想道德修养与法律基础课程的方法是().,"['自觉', '善于创新', '理论联系实际', '学习借鉴传统']",['理论联系实际']
"加强未成年人的思想道德教育,应把()工作放在素质教育的首位.","['智育', '美育', '德育', '体育']",['德育']
法律义务的内容和履行方式随着()而不断调整和变化.,"['法治水平的提高', '经济社会的发展', '人权保障的进步', '民主程度的提高']","['经济社会的发展', '人权保障的进步']"
井冈山根据地的建立与巩固(),"['确立党对军队的绝对领导', '开辟了农村包围城市武装夺取政权的道路提供自考资料', '是中共独立领导武装斗争的开端', '是土地革命战争时期的开始标志提供自考资料']",['开辟了农村包围城市武装夺取政权的道路提供自考资料']
合理利己主义(),"['是一种正确的人生目的', '在市场经济条件下应该提倡的一种人生观', '“人不为己,天诛地灭”就是这种人生观的真实写照', '它的核心是利己,把利他作为利己的手段']","['它的核心是利己,把利他作为利己的手段']"
人类社会发展的必然趋势是公共生活领域随着经济社会的不断发展而逐渐扩大.(),"['正确', '错误']",['正确']
"英国法理学家边沁提出：在一个法治的政府之下,善良公民的座右铭是什么?那就是“严格地服从,自由地批判”.这意味着()","['公民要培养法律至上的法治思维,当自己的利益与法律的规则冲突时也能够服从法律并作出符合法律的选择.', '公民要有批判的精神,不能一味服从政府的管理.', '权力需要制约,政府的用权也必须受到党内监督、法律监督、舆论监督,让人民监督权力,让权力在阳光下运行.', '公民要培养法律至上的思维,服从于法治政府的依法管理；同时公民也享有宪法规定的批评权和建议权,对国家机关和工作人员有监督权.']","['公民要培养法律至上的思维,服从于法治政府的依法管理；同时公民也享有宪法规定的批评权和建议权,对国家机关和工作人员有监督权.']"
"人们希望自己能选择一种理想的职业,找到一个理想的工作；并希望自己在工作和职业活动中达到理想的境界,取得理想的成绩.这反映的是()","['生活领域的理想信念', '职业领域的理想信念', '道德领域的理想信念', '社会领域的理想信念']",['职业领域的理想信念']
陈独秀右倾投降主义的最主要的错误是(),"['害怕工农运动', '反对土地改革', '一切服从国民党', '放弃革命领导权']",['放弃革命领导权']
"现代社会,商场购物、歌厅娱乐、广场漫步、公园休闲、体育健身、网上冲浪等,反映了现代社会人们公共生活的()特点.","['活动范围的广泛性', '交往对象的复杂性', '活动主体的多元性', '活动方式的多样性']",['活动方式的多样性']
".法律保护的是统治阶级的整体利益,所以统治阶级也必须遵守法律.()","['正确', '错误']",['正确']
"前路崎岖君勿虑,扬鞭更上青云去.体现了中华民族的","['勤劳勇敢精神', '自强不息精神', '实事求是的精神', '艰苦奋斗精神']",['自强不息精神']
一个人进行思想、道德、科学文化、心理审美等自我修养所达到的实践水平或程度是().,"['修养的途径', '修养的境界', '修养的目的', '修养的内容']",['修养的境界']
一诺千金的成语和以下哪位历史人物相关？(),"['项羽', '荆轲', '李斯', '季布']",['季布']
公民的政治权利构成了实现人民主权原则及各种具体民主制度不可或缺的前提条件.(),"['正确', '错误']",['正确']
"道德通过评价等方式,指导和纠正人们的行为和实践活动,协调社会关系和人际关系,这是道德的规范功能.","['对', '错']",['错']
"网络的虚拟性与行为主体的隐匿性,使个体的道德力量成为维护网络道德规范的基本保障.()","['正确', '错误']",['错误']
《共产党宣言》问世于(),"['1842年', '1748年', '1742年', '1848年']",['1848年']
"人类社会需要道德,也产生和发展了道德.下列有关道德起源的说法中,正确的是().","['道德起源于人性中的情感、欲望', '道德起源于动物的合群感和互助本能', '道德起源于人先天具有的某种良知和善良意志', '道德产生于人类的历史发展和人们的社会实践中']",['道德产生于人类的历史发展和人们的社会实践中']
()是社会主义法治的核心内容.,"['依法治国', '执法为民', '党的领导', '公平正义']",['依法治国']
"法律不是从来就有的,但是会永远存在下去.()","['正确', '错误']",['错误']
"“天兵来杀妖,全为穷乡亲.打下南京城,就把田地分.”这首曾在安徽芜湖地区流传的歌谣反映的史实是()","['朱元璋建立明朝政权', '鄂豫皖根据地的土地革命', '太平天国农民运动', '北伐战争时期安徽的农民斗争']",['太平天国农民运动']
爱国主义最基本的内容是(),"['对祖国的忠诚和热爱', '爱任何性质的任何国家', '对故乡和亲人的深深眷恋', '鄙视和离弃祖国的某些不尽如人意的地方']",['对祖国的忠诚和热爱']
.马克思主义认为道德产生于人类的历史发展和人们的社会实践中.(),"['正确', '错误']",['正确']
家庭道德是人类社会中最起码的行为准则.(),"['正确', '错误']",['错误']
"社会主义道德建设必须以集体主义为原则,这样做的目的是().","['反对一切形式的个人利益', '维护个人所属的小团体或单位的特殊利益', '在现实中追求个人利益和集体利益的最大和谐发展', '在任何情况下,只要个人利益和集体利益发生矛盾,就必然要个人做出牺牲']",['在现实中追求个人利益和集体利益的最大和谐发展']
"在确立科学正确的人生观的过程中,人们往往不可回避的问题是“如何看待金钱”.下列有关人生与金钱的说法正确的是().","['金钱拜物教使人唯利是图,损人利己', '人要做金钱的主人,不能做金钱的奴隶', '在市场经济时代,追求金钱是人生的最高目的', '金钱只是人生存和发展的一个条件,不是人生的全部']","['金钱拜物教使人唯利是图,损人利己', '人要做金钱的主人,不能做金钱的奴隶', '金钱只是人生存和发展的一个条件,不是人生的全部']"
在马关条约中最有利于列强对华经济扩张的条款是(),"['开辟新的内河航线', '在苏杭富庶地区开放新的通商口岸', '允许日本在通商口岸开设工厂', '给于日本巨额赔款']",['允许日本在通商口岸开设工厂']
"法律是由国家制定或认可并依靠国家()保证实施的,以确认、保护和发展有利于统治阶级的社会关系和社会秩序为目的的行为规范体系.","['强制力', '综合国力', '经济实力', '软实力']",['强制力']
"道德的发展,是一个()的历史过程.","['直线上升', '直线下降', '曲折上升', '平直前进']",['曲折上升']
"理想与现实的矛盾,根本上说是“应然”与“实然”的矛盾,如果理想与现实完全等同,理想的存在就毫无意义.()","['正确', '错误']",['正确']
"时代呼唤英才,希望在于青年.当代大学生需要确立的()是成为德智体美全面发展的社会主义事业的合格建设者和可靠接班人.","['成才目标', '人生理想', '人生目的', '人生价值']",['成才目标']
"陈独秀的右倾投降主义和王明“左”倾冒险主义都给中国带来严重危害,这两次错误路线产生的根源在于()","['共产国际错误指导', '错误领导人排挤毛泽东', '中共处于幼年时期,理论思想尚不成熟', '国民党分化破坏活动']","['中共处于幼年时期,理论思想尚不成熟']"
我国公民基本义务有().,"['A、维护国家统一', 'B、维护各民族的团结', 'C、保守国家秘密', 'D、依法服兵役', 'E、依法纳税']","['A、维护国家统一', 'B、维护各民族的团结', 'C、保守国家秘密', 'D、依法服兵役', 'E、依法纳税']"
任何权利的行使都是绝对的.(),"['正确', '错误']",['错误']
"国民党在全国的统治建立后,官僚资本的垄断活动首先和主要是从()","['重工业方面开始的', '商业方面开始的', '轻工业方面开始的', '金融业方面开始的']",['金融业方面开始的']
显失公平的民事行为是无效的民事行为.(),"['正确', '错误']",['错误']
"就我国现行法律而论,“法律”一词有广义和狭义两种用法.狭义的法律仅指().","['宪法', '全国人民代表大会及其常务委员会制定的法律', '全国人民代表大会及其常务委员会制定的法律和国务院制定的行政法规', '民族自治地方人民代表大会制定的自治条例和单行条例']",['全国人民代表大会及其常务委员会制定的法律']
大革命开始时的革命根据地在何处？(),"['湖南', '广东', '广西', '江西']",['广东']
"理想说到底是一个实践问题,不是思想认识问题.()","['正确', '错误']",['错误']
"下列说法中,错误的是()","['党的领导是人民当家作主和依法治国的根本保证', '人民当家作主是党的领导和依法治国的本质要求', '党的领导是依法治国的本质要求和最终目标', '依法治国是党领导人民当家作主的治国方略']",['党的领导是依法治国的本质要求和最终目标']
任何权利的行使都必须依照法律规定的限度来行使权利.(),"['正确', '错误']",['正确']
"在伦敦海格特公墓马克思的墓碑上,镌刻着马克思的一句名言：“哲学家们只是用不同的方式解释世界,而问题在于改变世界.”这说明().","['马克思主义是科学的又是崇高的', '马克思主义具有持久的生命力', '马克思主义重视实践、以改造世界为己任', '马克思主义是一个开放的理论体系']",['马克思主义重视实践、以改造世界为己任']
.一个行为可以同时是权利行为和义务行为.(),"['正确', '错误']",['正确']
继承和弘扬中华传统美德能够().,"['提高民族的自尊心', '提高民族的自信心', '增强民族的自豪感', '增强民族的责任感']","['提高民族的自尊心', '提高民族的自信心', '增强民族的自豪感', '增强民族的责任感']"
"古希腊柏拉图提出的“哲学王”之治,我国古代推崇的“圣君”、“贤人”之治以及后世的“英雄”、“强人”、“能人”之治等,主要强调的都是依靠个人的能力治国理政,这都体现了()思维.","['法治', '人治', '德治', '理性']",['人治']
"内心信念也称良心,它也是一种信念.()","['正确', '错误']",['正确']
"古语“独学而无友,则孤陋而寡闻”道出了()学习理念的重要性.","['自主', '全面', '合作', '创新']",['合作']
"1949年3月,中共七届二中全会在()召开","['陕北米脂县杨家沟', '河北平山县西北坡', '陕北洛川县冯家村', '陕北子长县瓦窑堡']",['河北平山县西北坡']
"我国依宪治国、依宪执政与西方宪政的本质区别,其中领导力量不同是重要区别.西方是资产阶级领导,我国是()领导.","['集体', '中国共产党', '人民代表大会', '工人阶级']",['中国共产党']
"1937年8月,南方红军和游击队,除琼崖红军游击队外,改编为国民革命军陆军新编第四军,()任军长.","['陈毅', '叶挺', '刘少奇', '项英']",['叶挺']
"家庭中的男女平等既表现为经济权力和义务的平等、人格地位上的平等,又表现为平等地对待自己的子女.()","['正确', '错误']",['错误']
"爱因斯坦在评价居里夫人时说：“第一流人物对于时代和历史进程的意义,在其道德品质方面,也许比单纯的才智成就方面还要大.”对此我们应当这样来理解().","['居里夫人对社会的贡献主要在精神方面、思想道德方面', '难以计量的精神财富不比物质财富价值小', '衡量一个人的人生价值,主要看其在精神方面、思想道德方面对社会的贡献', '衡量一个人的人生价值,既要看其在物质方面对社会的贡献,又要注重其在精神方面、思想道德方面对社会的贡献']","['难以计量的精神财富不比物质财富价值小', '衡量一个人的人生价值,既要看其在物质方面对社会的贡献,又要注重其在精神方面、思想道德方面对社会的贡献']"
"人有地域和信仰的不同,因此报效祖国之心应有差别.()","['正确', '错误']",['错误']
"行使出版自由权利要遵守相应的法律义务,不得有以下行为().","['反对宪法确定的基本原则的；危害国家统一、主权和领土完整的', '泄露国家秘密、危害国家安全或者损害国家荣誉和利益的；煽动民族仇恨、民族歧视,破坏民族团结,或者侵害民族风俗、习惯的；宣传邪教、迷信的；扰乱社会秩序,破坏社会稳定的；宣扬淫秽、赌博、暴力或者教唆犯罪的', '侮辱或者诽谤他人,侵害他人合法权益的；', '危害社会公德或者民族优秀文化传统的；有法律、行政法规和国家规定禁止的其他内容的.']","['反对宪法确定的基本原则的；危害国家统一、主权和领土完整的', '泄露国家秘密、危害国家安全或者损害国家荣誉和利益的；煽动民族仇恨、民族歧视,破坏民族团结,或者侵害民族风俗、习惯的；宣传邪教、迷信的；扰乱社会秩序,破坏社会稳定的；宣扬淫秽、赌博、暴力或者教唆犯罪的', '侮辱或者诽谤他人,侵害他人合法权益的；', '危害社会公德或者民族优秀文化传统的；有法律、行政法规和国家规定禁止的其他内容的.']"
"在一定期限剥夺犯罪分子的人身自由,强制其从事劳动生产,并进行教育和矫正的一种刑罚,被称为拘役.()","['正确', '错误']",['错误']
以下哪些权利属于基本权利().,"['选举权', '劳动权', '受教育权', '物权']","['选举权', '劳动权', '受教育权']"
下列言行是不符合爱国主义的().,"['倡导国际主义', '旨在制造国家分裂的言行', '损害国家主权和领土完整的言行', '倡导和平共处五项原则']","['旨在制造国家分裂的言行', '损害国家主权和领土完整的言行']"
"下列有关依法治国与以德治国的说法中,正确的是()","['以德治国是在依法治国的基础上对人们的思想道德提出的更高要求', '依法治国基本方略的充分实现,有利于社会主义道德水平的普遍提高', '推行以德治国,提高社会道德水平,必然促进社会主义法治的有效实现', '以上都是']",['以上都是']
"“士不可不弘毅,任重而道远”指人要树立学习意识和忧患意识.()","['正确', '错误']",['错误']
下列属于个体人权的是().,"['种族平等权', '发展权', '生命权', '和平权']",['生命权']
"迄今为止,法律发展史上相应产生了五种法律.()","['正确', '错误']",['错误']
民族精神形成了以爱国主义为核心的().,"['团结统一', '爱好和平', '勤劳勇敢', '自强不息']","['团结统一', '爱好和平', '勤劳勇敢', '自强不息']"
中国民主革命胜利的基本经验的核心是(),"['开展武装斗争', '建立广泛的革命统一战线', '走农村包围城市的道路', '中国共产党的正确领导']",['中国共产党的正确领导']
()是用来保障公民享有直接参与社会公共事务管理的权利.,"['选举权', '被选举权', '罢免权', '监督权']",['被选举权']
"公民拥有对国家机关和国家工作人员在工作中的错误、缺点提出谴责性的意见的权利,称为().","['建议权', '批评权', '申诉权', '检举权']",['批评权']
"下列事件中,没有共产国际代表直接参与的是()","['中国共产党成立', '红军第五次反“围剿”20', '南昌起义', '广州起义']",['南昌起义']
"全国抗战初期,国共合作最典型的战役是()","['淞沪会战', '太原会战', '徐州会战', '武汉会战']",['太原会战']
"人类在长期社会生活实践中逐渐积累起来的、为社会交往和社会公共生活所应当遵守的最基本的行为准则,称为().","['社会公德', '职业道德', '家庭美德', '个人品德']",['社会公德']
"518．民主集中制是中国特色社会主义法治体系的根本制度基础,是全面依法治国的根本制度保障.()","['正确', '错误']",['错误']
"法治发挥作用要以国家强制力为后盾,主要依靠法律的()对公民和社会组织的行为进行约束并对违法行为追究法律责任.","['预测作用', '惩罚作用', '威慑作用', '预防作用']","['预测作用', '惩罚作用', '威慑作用', '预防作用']"
婚姻和家庭是爱情在内容和形式上的升华.(),"['正确', '错误']",['正确']
受教育权属于基本权利.(),"['正确', '错误']",['正确']
职业道德是全体公民在社会交往中应该遵守基本行为准则.(),"['正确', '错误']",['错误']
"没有权利,义务的设定就失去了目的和根据.()","['正确', '错误']",['正确']
信念具有执着性、多样性特征.(),"['正确', '错误']",['正确']
"共产主义是一种理想、一种制度、一种学说,更是()","['一种方法', '一种立场', '一种实践', '一种观点']",['一种实践']
"道德同社会经济关系相比,是第二性的、被决定的；但道德一经产生就有巨大的能动作用.下列选项中属于道德的社会作用的有().","['道德决定经济基础的形成、巩固和发展', '道德能够保护或者破坏一定阶级的政治统治', '道德是影响社会生产力发展的一种重要的精神力量', '道德对其他社会意识形态的存在和发展有着重大影响']","['道德能够保护或者破坏一定阶级的政治统治', '道德是影响社会生产力发展的一种重要的精神力量', '道德对其他社会意识形态的存在和发展有着重大影响']"
"中共成立之后,农民运动轰轰烈烈地开展起来,1921年9月成立的中国第一个农民协会是()","['汕头农民协会', '岳北农民协会', '衙前农民协会', '东兰农民协会']",['衙前农民协会']
".公民若行使自己权利而损害了国家、集体和他人的利益,则是侵权行为.()","['正确', '错误']",['正确']
科学高尚的人生观是(),"['拜金主义', '享乐主义', '利己主义', '为人民服务']",['为人民服务']
办事公道是社会主义职业道德中最高层次的要求.(),"['正确', '错误']",['错误']
我国最高国家行政机关是国务院.(),"['正确', '错误']",['正确']
"我国自古就有“君子成人之美”、“博施济众”等广为流传的格言,把帮助别人视为自己应做之事,看作自己的快乐.这是社会公德中()的要求.","['保护环境', '遵纪守法', '爱护公物', '助人为乐']",['助人为乐']
"个人品德不是偶然的、短暂的道德行为现象,而是在实践活动中表现出来的行为的稳定倾向.()","['正确', '错误']",['正确']
每种职业都有自己的职业道德.(),"['正确', '错误']",['正确']
"1946年召开的政协会议,通过有利于人民的决议不包括()","['召开国民大会,制定宪法', '改组国民政府', '结束训政,实施宪政', '实施和平建国纲领']","['结束训政,实施宪政']"
爱国主义与爱社会主义的一致性这一基本要求主要针对的是(),"['所有中华人民共和国公民', '世界范围的所有华人', '港澳台以及海外同胞', '生活在大陆的中华人民共和国公民']",['生活在大陆的中华人民共和国公民']
革命派与保皇派的论战实质上反映了(),"['民主政治与封建专制的矛盾', '民主共和制与君主立宪制的矛盾', '资产阶级与地主阶级的矛盾', '资本主义经济与封建经济的矛盾']",['民主共和制与君主立宪制的矛盾']
"“尊老爱幼、男女平等、夫妻和睦、勤俭持家、邻里团结”,是现代社会生活中()","['家庭美德的主要内容', '以德治国的主要内容', '职业道德的主要内容', '社会公德的主要内容']",['家庭美德的主要内容']
以下()是中华民族传统美德的内容.,"['以人为本,人道主义', '立志勤学,持之以恒', '仁以待人,以礼敬人', '公忠为国,反抗外族侵略']","['立志勤学,持之以恒', '仁以待人,以礼敬人', '公忠为国,反抗外族侵略']"
"人格独立的人,除了要有独立生活能力,还必须有().","['独立思考能力', '创新能力', '实践能力', '包容精神']",['独立思考能力']
"“不矜细流,终累大德”是指人的矜持会拖累道德的形成.()","['正确', '错误']",['错误']
"在我国,最低就业年龄为16周岁.所以,任何单位使用低于16周岁的公民从事任何工作都是违法的.(","['正确', '错误']",['错误']
"爱国主义在不同的历史时代和文化背景下,有着不同的内涵.在我国新民义革命时期,爱国主义主要表现在致力于推翻帝国主义、封建主义和官僚资本主义的反动统治,把黑暗的旧中国改造成光明的新中国.在现阶段,爱国主义主要表现在献身于建设和保卫社会主义现代化事业,献身于促进祖国统一大业.这体现了().","['爱国主义是历史的、抽象的', '爱国主义是历史的、具体的', '爱国主义是客观的、抽象的', '爱国主义是主观的、具体的']",['爱国主义是历史的、具体的']
"道德建设的最终目标就是要恢复中国“固有文化”,形成以中国传统文化为主体的道德体系,并通过这种传统道德的复兴衍生出现代的科学和民主,即所谓()","['“虚无主义”', '“复古思潮”', '“复兴主义”', '“返本开新”']",['“返本开新”']
"“千里之行,始于足下”告诉我们：理想的实现需要每个人从我做起,从现在做起,从平凡做起.这是因为().","['理想是人们为之奋斗的目标', '社会实践是产生科学知识的源泉', '把理想变为现实,要靠努力奋斗,在实践中才能实现', '有了坚定的信念,理想就会自然得到实现']","['把理想变为现实,要靠努力奋斗,在实践中才能实现']"
最高人民法院是国家的().,"['最高审判机关', '专门审判机关', '最高司法机关', '特别审判机关']",['最高审判机关']
人类最初的道德的表现形式是社会舆论.(),"['正确', '错误']",['错误']
